Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted,Weighted Score,Adoption Probability
Maddy,Senior,Brown and White Tabby,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Minerva,Senior,Gray and White,Female,4,3,2,5,2,Yes,2.0999999999999996,69.44
Kitty,Senior,Torbie,Female,5,3,4,6,3,Yes,2.5,80.56
Jinx,Kitten,Gray and White Tabby,Female,5,5,5,4,4,No,1.2999999999999998,47.22
Winter,Kitten,Black and White,Female,5,5,4,5,4,Yes,1.7000000000000002,58.33
Pistachio,Senior,Chocolate and White,Female,6,4,6,5,4,Yes,2.1,69.44
Latte,Mature Adult,Gray and White,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Jasper,Young Adult,Orange,Male,4,4,3,5,2,Yes,1.8,61.11
Misty,Mature Adult,Orange,Female,5,4,4,4,2,Yes,1.8,61.11
Arwen,Kitten,Chocolate and White,Female,3,3,1,4,5,No,1.2000000000000002,44.44
Nico,Senior,Gray and White Tabby,Male,4,3,4,6,2,Yes,2.1999999999999997,72.22
Taffy,Mature Adult,Dilute Torbie,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Coffee,Young Adult,Black and White,Male,3,4,2,5,2,Yes,1.5000000000000002,52.78
Nemo,Kitten,Chocolate,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Jinx,Senior,Chocolate Tabby,Male,5,3,4,5,5,Yes,2.0,66.67
August,Kitten,Red,Male,5,5,3,4,4,Yes,1.5,52.78
Latte,Senior,White,Male,4,3,2,5,3,Yes,1.9999999999999998,66.67
Dora,Young Adult,Fawn,Female,5,4,5,4,3,Yes,1.5999999999999999,55.56
Nemo,Kitten,Cinnamon,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Shallan,Kitten,Brown and White Tabby,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Vesper,Young Adult,Gray,Female,5,5,6,4,4,No,1.1999999999999997,44.44
Scout,Kitten,Cream Tabby,Male,4,4,4,3,4,No,0.8999999999999998,36.11
Mordin,Mature Adult,Red Tabby,Male,5,3,4,3,5,Yes,1.4,50.0
Nikki,Kitten,Orange,Female,5,6,5,4,4,No,1.0999999999999996,41.67
Tiger,Young Adult,Cream Tabby,Male,5,5,5,5,3,Yes,1.7,58.33
Sammy,Mature Adult,Silver Tabby,Male,5,4,3,5,5,Yes,1.9,63.89
Alina,Young Adult,Red,Female,5,4,4,4,3,Yes,1.7,58.33
Natasha,Senior,Cinnamon,Female,5,5,5,5,4,Yes,1.6,55.56
Sam,Kitten,Fawn,Male,4,4,4,5,4,Yes,1.5,52.78
Molly,Kitten,Lilac,Female,4,4,4,5,4,Yes,1.5,52.78
Felix,Young Adult,Gray Tabby,Male,4,4,3,5,2,Yes,1.8,61.11
Smudge,Young Adult,Gray and White Tabby,Male,4,4,4,5,4,Yes,1.5,52.78
Norbert,Young Adult,Cream,Male,4,4,4,5,4,Yes,1.5,52.78
Chloe,Mature Adult,Fawn,Female,4,3,3,4,5,Yes,1.4,50.0
Edie,Kitten,Gray and White,Female,4,5,3,5,3,Yes,1.5,52.78
Nala,Kitten,Fawn,Female,4,3,2,6,3,Yes,2.3,75.0
Clawdia,Kitten,Calico,Female,5,5,5,4,3,Yes,1.4,50.0
Penny,Kitten,Chocolate,Female,5,4,4,4,5,Yes,1.5,52.78
Dalinar,Young Adult,Cream Tabby,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Zevran,Mature Adult,Cream,Male,4,3,3,4,4,Yes,1.5,52.78
Cas,Young Adult,Cream,Male,4,5,3,5,4,Yes,1.4,50.0
Lucifer,Kitten,Chocolate Tabby,Male,4,3,2,4,3,Yes,1.7,58.33
Nila,Mature Adult,Black and White,Female,4,3,2,3,4,No,1.2999999999999998,47.22
Smokey,Kitten,Chocolate and White,Male,5,4,4,4,3,Yes,1.7,58.33
Sadie,Kitten,Silver Tabby,Female,5,5,3,5,3,Yes,1.9000000000000001,63.89
Cosmo,Young Adult,Gray and White,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Rasha,Young Adult,Tortoiseshell,Female,4,3,3,4,4,Yes,1.5,52.78
Kiwi,Mature Adult,Lilac Tortoiseshell,Female,4,5,4,3,3,No,0.8,33.33
Mordin,Young Adult,Orange,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Frodo,Senior,Orange,Male,5,6,4,4,5,No,1.0999999999999996,41.67
Stitch,Senior,Cream,Male,4,3,4,4,4,Yes,1.4,50.0
Axel,Mature Adult,Red,Male,4,4,4,4,3,No,1.3,47.22
Portia,Senior,Dilute Calico,Female,4,6,4,4,4,No,0.7999999999999997,33.33
Enzo,Kitten,White,Male,4,3,2,4,4,Yes,1.6,55.56
Hendrix,Young Adult,Gray,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Penelope,Young Adult,Chocolate and White,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Basil,Mature Adult,Cream Tabby,Male,4,5,5,4,5,No,0.8,33.33
Rocky,Young Adult,Gray and White Tabby,Male,4,5,5,4,5,No,0.8,33.33
Nico,Senior,Gray and White Tabby,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Kimchi,Mature Adult,Silver Tabby,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Atticus,Senior,Gray Tabby,Male,4,6,3,5,4,No,1.1999999999999997,44.44
Peanut,Kitten,Chocolate and White,Female,4,3,2,5,2,Yes,2.0999999999999996,69.44
Loki,Young Adult,Black and White,Male,4,4,4,4,5,No,1.1,41.67
Basil,Mature Adult,Cream,Male,4,4,5,5,3,Yes,1.5,52.78
Smudge,Kitten,Orange and White,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Charlie,Young Adult,Cream,Male,5,5,5,6,4,Yes,1.9,63.89
Smokey,Mature Adult,White,Male,4,3,3,6,2,Yes,2.3,75.0
Princess,Mature Adult,Lilac Tortoiseshell,Female,4,4,4,4,5,No,1.1,41.67
Noodle,Senior,Gray,Male,5,5,4,4,4,Yes,1.4,50.0
Mischief,Kitten,Black and White,Female,3,3,3,4,5,No,1.0,38.89
Alina,Young Adult,Cinnamon,Female,3,4,3,5,4,No,1.2000000000000002,44.44
Ozzy,Senior,White,Male,3,2,2,3,4,No,1.1,41.67
Reptar,Mature Adult,Red,Male,4,4,4,5,4,Yes,1.5,52.78
Wilson,Senior,Lilac,Male,4,3,3,5,2,Yes,2.0,66.67
Marshmallow,Kitten,Brown and White Tabby,Male,4,2,2,5,2,Yes,2.3,75.0
Rosie,Mature Adult,Fawn,Female,4,5,3,3,4,No,0.7999999999999999,33.33
Lucky,Senior,Black and White,Male,5,3,2,5,2,Yes,2.5,80.56
Lenny,Kitten,Gray Tabby,Male,4,4,5,4,2,No,1.3,47.22
Trouble,Senior,Red,Male,5,3,4,5,4,Yes,2.1,69.44
Leo,Young Adult,Red Tabby,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Gimli,Senior,Gray,Male,4,4,4,5,4,Yes,1.5,52.78
Marshmallow,Mature Adult,Cinnamon,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Matcha,Mature Adult,Chocolate and White,Female,4,5,4,3,4,No,0.7000000000000001,30.56
Persephone,Kitten,Torbie,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Figaro,Mature Adult,Chocolate,Male,4,4,4,5,4,Yes,1.5,52.78
Atlas,Kitten,Chocolate Tabby,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Peanut,Young Adult,Black and White,Male,5,5,4,6,3,Yes,2.0999999999999996,69.44
Missy,Senior,Torbie,Female,4,4,5,5,4,Yes,1.4,50.0
Austin,Mature Adult,Chocolate,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Galadriel,Senior,Gray and White Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Neptune,Mature Adult,Lilac,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Trouble,Senior,Lilac,Male,4,5,3,5,3,Yes,1.5,52.78
Oliver,Senior,Silver Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Basil,Senior,Chocolate Tabby,Male,5,4,2,5,4,Yes,2.1,69.44
Misty,Young Adult,Red Tabby,Female,4,3,3,6,3,Yes,2.2,72.22
Penny,Mature Adult,Orange and White,Female,4,3,3,4,4,Yes,1.5,52.78
Frodo,Mature Adult,Gray and White Tabby,Male,4,5,3,4,3,No,1.2,44.44
Mittens,Young Adult,Silver Tabby,Male,4,3,4,5,4,Yes,1.7000000000000002,58.33
Calypso,Senior,Torbie,Female,4,5,5,4,3,No,1.0,38.89
Meg,Senior,Dilute Calico,Female,4,4,3,5,3,Yes,1.7,58.33
Kasumi,Senior,Lilac,Female,5,3,3,4,5,Yes,1.7999999999999998,61.11
Agnes,Young Adult,Black,Female,5,3,3,5,2,Yes,2.3999999999999995,77.78
Neo,Senior,Red,Male,4,3,5,4,4,No,1.2999999999999998,47.22
Cleo,Young Adult,Dilute Tortoiseshell,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Kimchi,Young Adult,Brown and White Tabby,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Minerva,Senior,Dilute Tortoiseshell,Female,3,3,2,5,2,Yes,1.7000000000000002,58.33
Calliope,Mature Adult,Cinnamon,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Pancake,Kitten,Cinnamon,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Lilo,Young Adult,Chocolate,Female,5,4,4,4,3,Yes,1.7,58.33
Coffee,Young Adult,Lilac Tortoiseshell,Female,5,4,5,4,4,Yes,1.5,52.78
Kona,Mature Adult,Gray,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Adolin,Senior,Black and White,Male,4,4,4,4,5,No,1.1,41.67
Maisy,Kitten,Dilute Tortoiseshell,Female,4,5,3,5,4,Yes,1.4,50.0
Sadie,Kitten,Cream Tabby,Female,4,3,3,4,2,Yes,1.7,58.33
Murphy,Kitten,Lilac,Male,4,4,5,4,4,No,1.1,41.67
Stella,Senior,Cinnamon,Female,4,4,3,5,3,Yes,1.7,58.33
Delfina,Mature Adult,Cinnamon,Female,4,4,4,5,4,Yes,1.5,52.78
Shadow,Mature Adult,Black,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Jinx,Mature Adult,Lilac,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Shallan,Mature Adult,Red,Female,4,4,5,5,4,Yes,1.4,50.0
Mika,Kitten,Cinnamon,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Macaroni,Senior,Fawn,Male,4,3,3,6,3,Yes,2.2,72.22
Lucifer,Kitten,Cream,Male,4,6,5,5,3,No,1.0999999999999999,41.67
Arwen,Senior,Red Tabby,Female,4,3,5,4,6,No,1.0999999999999999,41.67
Marshmallow,Young Adult,Gray Tabby,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Romeo,Young Adult,Orange,Male,5,4,5,4,3,Yes,1.5999999999999999,55.56
Beau,Mature Adult,Silver Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Mufasa,Young Adult,Orange and White,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Merlin,Kitten,Chocolate,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Apollo,Mature Adult,Gray Tabby,Male,4,2,2,5,2,Yes,2.3,75.0
Cleocatra,Mature Adult,Cinnamon,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Snickers,Senior,Black,Female,3,3,4,3,4,No,0.7000000000000001,30.56
Winter,Senior,Black,Male,4,3,3,4,5,Yes,1.4,50.0
Neptune,Senior,Chocolate and White,Male,4,3,2,6,2,Yes,2.3999999999999995,77.78
Atticus,Senior,Fawn,Male,4,4,3,5,3,Yes,1.7,58.33
Ruby,Mature Adult,Lilac Tortoiseshell,Female,6,5,4,5,4,Yes,2.1000000000000005,69.44
Kasumi,Mature Adult,Dilute Calico,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Portia,Young Adult,Calico,Female,4,3,3,3,5,No,1.0999999999999999,41.67
Eowyn,Mature Adult,Brown and White Tabby,Female,5,4,4,4,4,Yes,1.6,55.56
Freya,Senior,Brown and White Tabby,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Nora,Young Adult,Calico,Female,5,4,4,4,4,Yes,1.6,55.56
Katrina,Young Adult,Gray,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Lucy,Senior,Silver Tabby,Female,5,5,4,5,3,Yes,1.8,61.11
Nora,Kitten,Chocolate and White,Female,4,4,3,5,4,Yes,1.6,55.56
Gatsby,Mature Adult,Cream Tabby,Male,4,5,3,5,3,Yes,1.5,52.78
Nero,Young Adult,Chocolate,Male,4,4,3,4,5,No,1.2,44.44
Snickers,Mature Adult,Orange,Male,4,5,3,4,4,No,1.1,41.67
Clyde,Young Adult,Chocolate,Male,4,3,2,5,4,Yes,1.9,63.89
Sophie,Senior,Red Tabby,Female,4,4,3,6,3,Yes,1.9999999999999998,66.67
Gizmo,Senior,Gray Tabby,Female,3,5,4,5,2,No,1.1000000000000003,41.67
Remi,Young Adult,Chocolate and White,Male,5,3,3,4,3,Yes,1.9999999999999998,66.67
Shallan,Mature Adult,Black,Female,4,4,3,4,3,Yes,1.4,50.0
Rico,Kitten,Orange,Male,5,5,5,5,4,Yes,1.6,55.56
Calliope,Kitten,Chocolate Tabby,Female,4,4,4,5,4,Yes,1.5,52.78
Adolin,Young Adult,Red Tabby,Male,4,5,3,4,3,No,1.2,44.44
Nyxi,Mature Adult,Red Tabby,Female,5,4,4,5,4,Yes,1.9,63.89
Kasumi,Kitten,Gray and White Tabby,Female,4,5,5,6,3,Yes,1.5999999999999999,55.56
Hendrix,Mature Adult,Gray,Male,5,3,4,5,4,Yes,2.1,69.44
Oreo,Senior,White,Female,5,3,5,5,2,Yes,2.1999999999999997,72.22
Chestnut,Senior,Chocolate and White,Male,4,5,3,3,5,No,0.7,30.56
Nibbler,Senior,Cream Tabby,Male,3,2,5,4,3,No,1.2,44.44
Hendrix,Senior,Red,Male,5,3,5,5,3,Yes,2.0999999999999996,69.44
Jinx,Kitten,Chocolate,Male,4,2,3,4,4,Yes,1.7000000000000002,58.33
Wanda,Mature Adult,Cream Tabby,Female,5,6,6,5,3,Yes,1.3999999999999997,50.0
Delphi,Senior,Calico,Female,4,3,3,4,4,Yes,1.5,52.78
Suki,Mature Adult,Lilac Tortoiseshell,Female,5,5,4,5,3,Yes,1.8,61.11
Rick,Senior,Cream,Male,5,4,5,5,3,Yes,1.9000000000000001,63.89
Zelda,Kitten,Dilute Torbie,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Leo,Mature Adult,Cream,Male,5,4,4,3,4,No,1.2999999999999998,47.22
Luna,Senior,Lilac Tortoiseshell,Female,3,3,2,5,2,Yes,1.7000000000000002,58.33
Freya,Young Adult,Dilute Calico,Female,4,4,4,5,4,Yes,1.5,52.78
Ivy,Young Adult,Orange,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Gabe,Young Adult,Cream,Male,3,2,2,4,2,Yes,1.6,55.56
Stella,Kitten,Cream Tabby,Female,5,4,3,4,4,Yes,1.6999999999999997,58.33
Pi ,Mature Adult,Dilute Tortoiseshell,Female,5,4,5,4,4,Yes,1.5,52.78
Avi,Kitten,Silver Tabby,Male,5,3,3,4,4,Yes,1.9,63.89
Zoe,Senior,Gray Tabby,Female,3,3,3,5,2,Yes,1.6,55.56
Sprinkles,Young Adult,Cinnamon,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Darla,Kitten,Dilute Calico,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Nelson,Mature Adult,Gray and White,Male,4,3,3,5,2,Yes,2.0,66.67
Clawde,Senior,Brown and White Tabby,Male,4,3,2,5,3,Yes,1.9999999999999998,66.67
Pistachio,Kitten,Gray Tabby,Female,4,4,3,4,3,Yes,1.4,50.0
Lucky,Young Adult,Chocolate Tabby,Male,4,3,5,6,2,Yes,2.0999999999999996,69.44
Orion,Kitten,White,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Coffee,Senior,Cream Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Winter,Senior,Black,Male,5,5,4,5,2,Yes,1.9000000000000001,63.89
Jasper,Mature Adult,Brown and White Tabby,Male,3,2,3,4,4,No,1.3000000000000003,47.22
Dorian,Kitten,Lilac,Male,5,6,3,4,5,No,1.1999999999999997,44.44
Wanda,Mature Adult,Fawn,Female,6,6,7,4,5,No,1.2000000000000002,44.44
Fritz,Senior,Fawn,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Oliver,Kitten,Red,Male,5,5,3,5,4,Yes,1.8000000000000003,61.11
Navani,Senior,Black and White,Female,5,4,4,4,4,Yes,1.6,55.56
Olive,Young Adult,Orange and White,Female,5,5,5,6,4,Yes,1.9,63.89
Nikki,Mature Adult,Lilac,Female,5,3,4,4,5,Yes,1.6999999999999997,58.33
Liara,Kitten,Orange,Female,4,3,3,4,4,Yes,1.5,52.78
Izzy,Kitten,Chocolate Tabby,Female,4,3,4,6,2,Yes,2.1999999999999997,72.22
Persephone,Kitten,Black,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Muffin,Senior,White,Female,4,3,3,4,5,Yes,1.4,50.0
Shadow,Young Adult,Brown and White Tabby,Male,4,4,4,4,5,No,1.1,41.67
Bilbo,Kitten,Cream,Male,5,4,4,5,5,Yes,1.7999999999999998,61.11
Duchess,Mature Adult,Cream,Female,5,3,4,5,4,Yes,2.1,69.44
Nero,Young Adult,Cream,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Lucky,Kitten,Chocolate Tabby,Male,6,5,7,4,5,Yes,1.4000000000000004,50.0
Arthas,Senior,Orange,Male,4,6,5,4,5,No,0.5999999999999999,27.78
Lilo,Mature Adult,Calico,Female,4,4,4,5,4,Yes,1.5,52.78
Kiwi,Mature Adult,Orange and White,Female,4,3,3,4,4,Yes,1.5,52.78
Oreo,Mature Adult,Gray and White,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Maddy,Kitten,Silver Tabby,Female,4,3,3,4,5,Yes,1.4,50.0
Waffles,Kitten,Fawn,Male,4,4,3,5,4,Yes,1.6,55.56
Catsanova,Mature Adult,Brown and White Tabby,Male,6,5,5,5,4,Yes,2.0000000000000004,66.67
Atticus,Young Adult,Chocolate Tabby,Male,5,3,5,4,3,Yes,1.7999999999999996,61.11
Axel,Mature Adult,Lilac,Male,5,3,3,6,2,Yes,2.6999999999999993,86.11
Gizmo,Senior,Lilac Tortoiseshell,Female,5,3,4,5,3,Yes,2.2,72.22
Gilly,Senior,Calico,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Pi ,Senior,Gray and White,Female,5,4,4,5,4,Yes,1.9,63.89
Ash,Senior,Orange and White,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Anna,Senior,Torbie,Female,5,3,3,4,4,Yes,1.9,63.89
Dorian,Young Adult,Orange,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Sylphrena,Mature Adult,Chocolate,Female,4,4,3,4,3,Yes,1.4,50.0
Ozzy,Kitten,Gray Tabby,Male,4,3,4,4,3,Yes,1.4999999999999998,52.78
Tater,Young Adult,Cream Tabby,Male,4,4,5,4,4,No,1.1,41.67
Noodle,Kitten,Orange and White,Male,4,4,4,6,3,Yes,1.8999999999999997,63.89
Hattie,Mature Adult,Cream,Female,4,3,4,4,4,Yes,1.4,50.0
Dolly,Kitten,Brown and White Tabby,Female,5,4,3,5,4,Yes,2.0,66.67
Dolly,Kitten,Fawn,Female,4,3,3,4,5,Yes,1.4,50.0
Daisy,Senior,Dilute Tortoiseshell,Female,5,4,4,5,4,Yes,1.9,63.89
Murphy,Kitten,Red,Male,4,5,3,4,3,No,1.2,44.44
Agatha,Mature Adult,Black,Female,4,4,3,5,3,Yes,1.7,58.33
Parsnip,Senior,White,Female,4,4,2,5,3,Yes,1.8,61.11
Peanut,Mature Adult,Orange and White,Male,4,3,3,4,4,Yes,1.5,52.78
Cash,Senior,Fawn,Male,5,3,5,5,3,Yes,2.0999999999999996,69.44
Oreo,Senior,Silver Tabby,Male,3,3,3,5,2,Yes,1.6,55.56
Piper,Kitten,Red,Female,3,2,2,3,2,No,1.3,47.22
Alistair,Young Adult,Orange,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Alistair,Young Adult,Chocolate,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Loki,Kitten,Chocolate Tabby,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Duchess,Young Adult,Dilute Calico,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Axel,Mature Adult,Cream,Male,4,3,4,3,5,No,1.0,38.89
Celeste,Young Adult,Lilac Tortoiseshell,Female,4,5,3,4,4,No,1.1,41.67
Sasha,Kitten,Red,Female,3,4,3,5,3,No,1.3,47.22
Clyde,Kitten,Silver Tabby,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Lucifer,Senior,Black and White,Male,4,4,3,5,4,Yes,1.6,55.56
Eowyn,Senior,Black and White,Female,4,4,3,5,2,Yes,1.8,61.11
August,Young Adult,Gray Tabby,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Adolin,Senior,Gray Tabby,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Maddy,Young Adult,Silver Tabby,Female,4,4,3,4,5,No,1.2,44.44
Kiwi,Mature Adult,Black and White,Female,5,4,1,4,3,Yes,1.9999999999999998,66.67
Cielo,Senior,Chocolate,Male,5,2,3,5,6,Yes,2.1999999999999997,72.22
Sophie,Kitten,Cinnamon,Female,5,4,4,4,5,Yes,1.5,52.78
Dalinar,Mature Adult,White,Male,4,3,2,3,5,No,1.2,44.44
Peanut,Mature Adult,Gray and White,Male,5,4,5,3,5,No,1.0999999999999999,41.67
Arthas,Senior,Red,Male,5,3,2,5,2,Yes,2.5,80.56
Jinx,Young Adult,Black,Female,5,5,6,4,5,No,1.0999999999999999,41.67
Waffles,Kitten,Gray Tabby,Male,5,5,3,4,4,Yes,1.5,52.78
Cielo,Young Adult,Gray and White Tabby,Male,4,6,3,5,3,No,1.2999999999999998,47.22
Fritz,Young Adult,Silver Tabby,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Clawdia,Kitten,White,Female,4,5,4,5,4,No,1.3000000000000003,47.22
Nala,Young Adult,Calico,Female,5,5,2,5,3,Yes,1.9999999999999998,66.67
Lilo,Mature Adult,Calico,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Galadriel,Young Adult,Orange,Female,4,5,3,4,5,No,1.0,38.89
Olive,Mature Adult,Cream,Female,4,5,3,3,3,No,0.8999999999999999,36.11
Tiger,Senior,Chocolate and White,Male,4,6,5,4,3,No,0.7999999999999998,33.33
Eowyn,Kitten,Dilute Tortoiseshell,Female,4,4,5,4,5,No,1.0,38.89
Starlight,Kitten,Lilac,Female,5,3,3,5,3,Yes,2.3,75.0
Vesper,Young Adult,Gray and White,Female,5,4,4,6,3,Yes,2.3,75.0
Orion,Kitten,Gray,Male,4,4,5,5,4,Yes,1.4,50.0
Lily,Young Adult,Chocolate and White,Female,5,5,5,4,4,No,1.2999999999999998,47.22
Tilly,Kitten,Torbie,Female,4,4,4,5,5,Yes,1.4,50.0
Neptune,Young Adult,Lilac,Male,4,4,3,4,3,Yes,1.4,50.0
Persephone,Kitten,Red,Female,4,3,4,4,3,Yes,1.4999999999999998,52.78
Zevran,Kitten,Gray,Male,5,4,3,4,5,Yes,1.5999999999999996,55.56
Romeo,Young Adult,Silver Tabby,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Noodle,Kitten,Cream Tabby,Male,4,4,2,5,5,Yes,1.6,55.56
Oliver,Senior,Silver Tabby,Male,4,4,5,3,5,No,0.7,30.56
Matty,Mature Adult,Cream,Male,4,3,2,6,2,Yes,2.3999999999999995,77.78
Flemeth,Kitten,Orange and White,Female,5,5,3,4,3,Yes,1.5999999999999999,55.56
Kimchi,Mature Adult,Chocolate and White,Male,4,2,4,4,5,Yes,1.5,52.78
Merlin,Mature Adult,Chocolate,Male,5,4,4,4,3,Yes,1.7,58.33
Rogue,Senior,Chocolate Tabby,Female,4,4,5,4,4,No,1.1,41.67
Arthas,Senior,Brown and White Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Nova,Kitten,Dilute Torbie,Female,5,6,4,4,4,No,1.1999999999999997,44.44
Mochi,Young Adult,Orange and White,Female,5,4,3,5,5,Yes,1.9,63.89
Peanut,Kitten,Black and White,Female,5,4,2,5,3,Yes,2.2,72.22
Peanut,Kitten,Lilac,Male,5,6,4,4,5,No,1.0999999999999996,41.67
Chester,Kitten,Orange,Male,4,4,4,5,4,Yes,1.5,52.78
Trouble,Kitten,Orange and White,Male,4,4,3,4,5,No,1.2,44.44
Sierra,Mature Adult,Gray and White Tabby,Female,5,4,3,3,4,Yes,1.4,50.0
Ziggy,Kitten,Chocolate and White,Male,4,4,2,5,6,Yes,1.5,52.78
Orion,Senior,White,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Leo,Young Adult,Cinnamon,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Muffin,Mature Adult,White,Female,4,5,3,4,5,No,1.0,38.89
Rosie,Young Adult,Gray Tabby,Female,5,3,3,4,4,Yes,1.9,63.89
Kimchi,Mature Adult,Black,Male,5,4,5,4,4,Yes,1.5,52.78
Mufasa,Kitten,Gray,Male,4,5,3,3,4,No,0.7999999999999999,33.33
Tiger,Kitten,Chocolate and White,Male,4,5,3,5,4,Yes,1.4,50.0
Marshmallow,Mature Adult,Gray Tabby,Male,4,4,4,5,4,Yes,1.5,52.78
Matcha,Senior,Chocolate Tabby,Female,4,2,4,5,4,Yes,1.9000000000000004,63.89
Sassy,Kitten,Gray and White,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Liara,Senior,Red Tabby,Female,4,3,4,6,3,Yes,2.0999999999999996,69.44
Poppy,Mature Adult,Orange,Female,4,4,3,6,2,Yes,2.0999999999999996,69.44
Adolin,Senior,Lilac,Male,4,3,5,3,3,No,1.0999999999999999,41.67
Cullen,Mature Adult,Silver Tabby,Male,4,3,2,4,3,Yes,1.7,58.33
Charlie,Mature Adult,Cinnamon,Male,5,5,4,3,4,No,1.1,41.67
Zelda,Mature Adult,Gray and White,Female,5,4,3,4,4,Yes,1.6999999999999997,58.33
Nero,Kitten,White,Male,4,4,3,5,3,Yes,1.7,58.33
Shallan,Kitten,Black and White,Female,5,5,3,5,5,Yes,1.7000000000000002,58.33
Sierra,Mature Adult,Chocolate and White,Female,5,3,2,6,2,Yes,2.8,88.89
Tater,Young Adult,Black,Male,5,2,4,4,5,Yes,1.9000000000000004,63.89
Rico,Mature Adult,Silver Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Noodle,Senior,Silver Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Poppy,Mature Adult,Lilac Tortoiseshell,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Snickers,Senior,Red,Male,4,4,5,5,4,Yes,1.4,50.0
Marshmallow,Mature Adult,Black and White,Female,4,4,4,4,5,No,1.1,41.67
Mufasa,Young Adult,Gray and White Tabby,Male,5,4,3,5,5,Yes,1.9,63.89
Felicity,Kitten,Red,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Zoe,Senior,Black,Female,4,4,3,3,5,No,0.8999999999999999,36.11
Max,Mature Adult,Fawn,Male,4,3,2,5,4,Yes,1.9,63.89
Calliope,Kitten,Calico,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Petunia,Young Adult,Chocolate and White,Female,4,4,3,4,3,Yes,1.4,50.0
