Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted Prediction
Rogue,Senior,Silver Tabby,Male,9,5,5,5,5,
Rocky,Senior,Silver Tabby,Male,6,2,5,9,5,
Lucy,Senior,Lilac Tortoiseshell,Female,6,3,4,7,5,
Evie,Senior,Calico,Female,5,3,4,5,4,
Acorn,Senior,Chocolate,Male,5,1,5,5,4,
Oreo,Kitten,Cream Tabby,Female,6,1,4,2,3,
Portia,Senior,Calico,Female,3,4,3,4,3,
Linguine,Kitten,Fawn,Male,7,2,6,2,5,
Copurrnicus,Young Adult,Cream Tabby,Male,4,2,5,5,3,
Clyde,Kitten,Orange,Male,1,2,7,7,2,
Max,Senior,Gray and White,Male,5,1,4,5,3,
Rosie,Kitten,Chocolate and White,Female,6,4,6,6,1,
Apollo,Young Adult,Black,Male,5,1,2,6,3,
Marshmallow,Kitten,White,Male,4,4,7,10,4,
Anders,Young Adult,Brown and White Tabby,Male,3,2,4,7,1,
Lucifer,Kitten,Orange,Male,5,2,2,6,7,
Cleocatra,Kitten,Tortoiseshell,Female,6,6,6,5,3,
Nacho,Kitten,Silver Tabby,Male,6,3,3,2,6,
Minerva,Mature Adult,Gray and White Tabby,Female,9,2,4,5,1,
Cleocatra,Senior,Silver Tabby,Female,4,2,6,5,1,
Libby,Kitten,Chocolate,Female,10,1,5,7,1,
Simba,Young Adult,Cinnamon,Male,3,3,5,6,6,
Clawdia,Kitten,Brown and White Tabby,Female,6,1,2,5,5,
Nala,Young Adult,Black and White,Female,6,2,8,4,4,
Noodle,Young Adult,Black,Male,2,4,5,1,3,
Delfina,Young Adult,Gray and White Tabby,Female,5,2,6,4,6,
Clawde,Kitten,Chocolate and White,Male,5,4,5,5,4,
Nila,Senior,Dilute Calico,Female,6,1,8,6,3,
Beau,Kitten,Silver Tabby,Male,1,7,5,8,3,
Celeste,Senior,Chocolate and White,Female,7,1,5,7,8,
Sushi,Mature Adult,Gray,Male,1,1,8,5,6,
Ivy,Young Adult,Gray and White,Female,4,2,2,10,3,
Morrigan,Mature Adult,Gray and White Tabby,Female,4,1,4,6,3,
Jasper,Kitten,Red,Male,3,3,4,5,3,
Catsanova,Senior,Gray,Male,6,4,4,8,2,
Misty,Kitten,Orange and White,Female,4,4,7,7,2,
Clawde,Young Adult,Gray and White Tabby,Male,3,4,3,2,5,
Romeo,Kitten,Brown and White Tabby,Male,1,1,4,10,8,
Oliver,Mature Adult,Fawn,Male,5,1,7,6,5,
Nibbler,Senior,Chocolate and White,Male,3,3,1,6,3,
Matty,Senior,Fawn,Male,5,1,4,6,4,
Maisy,Mature Adult,Black and White,Female,3,2,7,7,2,
Jerry,Kitten,Cinnamon,Male,1,1,7,7,2,
Noodle,Kitten,Chocolate and White,Male,7,5,7,7,7,
Boots,Young Adult,Gray and White,Male,5,3,5,7,2,
Figaro,Young Adult,Chocolate and White,Male,5,6,1,6,3,
Marshmallow,Young Adult,Black,Male,2,4,8,3,3,
Kitty,Senior,Red Tabby,Female,7,4,6,4,4,
Molly,Senior,Dilute Tortoiseshell,Female,4,3,5,6,2,
Fritz,Kitten,Gray and White Tabby,Male,4,2,8,3,1,
Scout,Senior,Chocolate and White,Male,1,4,2,6,5,
Sprinkles,Mature Adult,Torbie,Female,4,2,2,5,6,
Sierra,Mature Adult,Tortoiseshell,Female,3,5,3,6,2,
Basil,Kitten,Red,Male,4,4,4,5,1,
Kodi,Senior,Red Tabby,Male,3,5,2,3,3,
Freya,Young Adult,Red,Female,1,5,5,5,4,
George,Mature Adult,Gray and White,Male,6,5,6,5,6,
Avi,Young Adult,Orange and White,Male,5,3,3,4,1,
Cas,Mature Adult,Red Tabby,Male,6,1,7,2,2,
Millie,Kitten,Brown and White Tabby,Female,6,1,3,4,4,
Adolin,Senior,Red,Male,4,5,2,7,8,
Marshmallow,Kitten,White,Female,4,5,3,5,1,
Evie,Senior,Chocolate and White,Female,8,4,2,7,1,
Molly,Kitten,Dilute Calico,Female,5,1,4,6,1,
Reptar,Mature Adult,Gray,Male,5,4,2,8,3,
Rick,Kitten,Black and White,Male,3,1,6,6,3,
Patch,Senior,Cream,Male,4,3,6,5,3,
Nila,Kitten,Gray,Female,5,4,8,1,3,
Wanda,Young Adult,Brown and White Tabby,Female,3,6,5,9,1,
Lenny,Mature Adult,Gray,Male,4,1,7,5,4,
Wanda,Young Adult,Brown and White Tabby,Female,6,1,2,7,4,
Macaroni,Young Adult,Cream,Male,6,1,3,6,1,
Fritz,Senior,Gray Tabby,Male,7,2,5,9,2,
Charlie,Kitten,Red Tabby,Male,6,1,5,5,2,
Taffy,Kitten,Cream,Female,1,4,7,6,4,
Vesper,Mature Adult,Orange and White,Male,1,5,5,4,6,
Peaches,Young Adult,Orange and White,Female,2,6,3,5,3,
Suki,Senior,Chocolate and White,Female,3,2,2,8,3,
Parsnip,Kitten,Calico,Female,4,3,3,7,2,
Piper,Young Adult,Gray,Female,3,4,4,3,5,
Nemo,Young Adult,Gray and White,Male,8,1,5,4,1,
Alistair,Young Adult,Gray Tabby,Male,1,1,5,3,3,
Darla,Mature Adult,Gray and White,Female,2,3,4,8,2,
Nova,Young Adult,Cream,Female,5,1,6,3,2,
Eowyn,Senior,Dilute Calico,Female,1,1,5,4,5,
Matcha,Senior,Silver Tabby,Female,5,1,3,6,5,
Nibbler,Kitten,White,Male,7,2,6,3,6,
Matcha,Young Adult,Black,Female,3,3,3,6,7,
Hendrix,Young Adult,Chocolate Tabby,Male,6,1,6,4,6,
Kodi,Senior,Fawn,Male,6,1,2,6,4,
Rick,Kitten,Chocolate Tabby,Male,7,2,2,8,1,
Xena,Young Adult,Chocolate Tabby,Female,4,4,4,6,5,
Minerva,Mature Adult,Orange,Female,2,3,5,2,3,
Tiger,Mature Adult,Red Tabby,Male,5,4,2,8,4,
Katrina,Senior,Silver Tabby,Female,4,4,6,8,1,
Athena,Kitten,Brown and White Tabby,Female,9,7,4,8,3,
Clawdia,Senior,Brown and White Tabby,Female,4,1,3,4,2,
Bast,Senior,Orange and White,Female,6,1,2,7,2,
Mischief,Young Adult,Gray and White Tabby,Female,4,4,6,6,5,
Max,Mature Adult,Black,Male,6,1,10,2,4,
Kodi,Kitten,Orange and White,Male,3,3,3,10,3,
Latte,Young Adult,Orange,Male,3,2,6,4,3,
Lily,Senior,Orange,Female,4,7,9,5,2,
Freya,Senior,Dilute Torbie,Female,3,5,4,3,4,
Sylvester,Senior,Gray Tabby,Male,7,4,5,4,8,
Jinx,Kitten,Black,Male,3,2,6,6,2,
Zelda,Senior,Fawn,Female,4,1,5,5,5,
Furman,Young Adult,Cream Tabby,Male,4,2,6,2,1,
Penelope,Mature Adult,Gray,Female,3,2,3,4,5,
Linguine,Young Adult,Fawn,Male,7,1,1,8,6,
Sylphrena,Young Adult,Lilac,Female,5,2,6,6,7,
Ash,Kitten,Fawn,Male,6,3,6,8,1,
Lucifer,Young Adult,Gray Tabby,Male,4,4,2,4,4,
Enzo,Mature Adult,Black,Male,7,2,6,3,8,
Dean,Senior,Brown and White Tabby,Male,4,7,2,8,7,
Nero,Kitten,Gray and White,Male,5,1,3,5,5,
Alina,Mature Adult,Dilute Calico,Female,5,1,5,7,2,
Romeo,Young Adult,Orange and White,Male,2,2,8,2,4,
Tasha,Senior,Lilac,Female,7,2,1,5,7,
Bailey,Mature Adult,Orange and White,Female,6,1,6,5,1,
Tali,Senior,Black and White,Female,5,1,1,4,8,
Xena,Mature Adult,Cream Tabby,Female,2,1,6,5,1,
Fritz,Kitten,Cream Tabby,Male,4,2,5,6,7,
Vikki,Senior,Gray Tabby,Female,1,2,5,3,7,
Snickers,Young Adult,Chocolate,Male,5,3,6,3,5,
Rosie,Kitten,Chocolate,Female,4,1,5,3,7,
August,Young Adult,Lilac,Male,7,2,6,6,1,
Tilly,Kitten,Brown and White Tabby,Female,5,4,1,4,3,
Blossom,Kitten,Orange and White,Female,5,6,5,5,3,
Kitty,Young Adult,Dilute Torbie,Female,6,6,5,8,4,
Nico,Senior,White,Male,6,1,6,6,5,
Alina,Kitten,Gray and White Tabby,Female,6,1,5,8,6,
Nugget,Senior,Orange and White,Male,3,2,4,7,10,
Nacho,Senior,Cinnamon,Male,5,7,1,5,2,
Fiddler,Kitten,Black and White,Male,3,3,3,5,4,
Lexi,Young Adult,Gray Tabby,Female,5,4,7,4,5,
Sprinkles,Young Adult,Cream Tabby,Male,6,4,4,2,4,
Dora,Senior,Cream Tabby,Female,7,1,4,5,2,
Rosie,Senior,Gray and White Tabby,Female,4,6,5,6,4,
Pancake,Senior,Chocolate and White,Female,3,1,7,8,3,
Wit,Senior,Chocolate,Male,2,1,5,9,1,
Smokey,Mature Adult,Black,Male,9,1,3,10,2,
Matty,Young Adult,Chocolate Tabby,Male,2,2,6,1,6,
Calypso,Senior,Lilac,Female,5,3,4,6,4,
Sassy,Senior,Red Tabby,Female,3,3,6,5,5,
Lucky,Mature Adult,Orange and White,Male,6,2,4,4,3,
Ash,Senior,Red Tabby,Male,4,4,4,1,5,
Delphi,Mature Adult,White,Female,4,1,2,6,2,
Ash,Young Adult,Fawn,Male,3,3,6,3,3,
Kona,Mature Adult,Silver Tabby,Male,6,3,8,8,3,
Winnie,Senior,Gray,Female,5,4,5,3,3,
Katrina,Senior,Chocolate and White,Female,5,5,1,3,3,
Julian,Young Adult,Chocolate Tabby,Male,7,3,3,5,4,
Darla,Young Adult,White,Female,3,1,4,5,3,
Helios,Mature Adult,Gray and White,Male,2,1,6,4,2,
Austin,Young Adult,Red Tabby,Male,7,1,7,5,8,
Liara,Young Adult,Calico,Female,7,2,1,6,2,
Matty,Mature Adult,Orange and White,Male,8,1,2,6,1,
Rogue,Senior,Dilute Calico,Female,5,2,5,7,1,
Clawdia,Kitten,Fawn,Female,5,4,4,7,3,
Smokey,Senior,Fawn,Male,2,1,4,5,1,
Wit,Young Adult,Black,Male,4,1,8,3,5,
Izzy,Senior,Black and White,Female,5,2,5,5,4,
Meg,Young Adult,Dilute Calico,Female,5,1,1,2,4,
Celeste,Senior,Silver Tabby,Female,8,1,3,4,4,
Cooper,Kitten,Chocolate and White,Male,7,1,6,8,5,
Alfred,Mature Adult,Black and White,Male,7,3,6,2,4,
Winnie,Senior,White,Female,1,5,2,5,5,
Clawde,Senior,Gray Tabby,Male,4,1,2,5,4,
Gabe,Young Adult,Gray and White Tabby,Male,2,4,3,7,3,
Tulip,Young Adult,Red,Female,3,3,9,2,4,
Noodle,Mature Adult,Cinnamon,Male,6,3,2,7,3,
Binx,Kitten,Silver Tabby,Male,6,4,2,1,5,
Petunia,Mature Adult,Silver Tabby,Female,6,2,7,9,4,
Katrina,Young Adult,Lilac Tortoiseshell,Female,7,4,6,5,1,
Luna,Mature Adult,Torbie,Female,5,4,5,5,4,
Maisy,Senior,Gray and White Tabby,Female,7,2,5,7,2,
Trouble,Young Adult,Chocolate,Male,2,1,2,6,3,
Felicity,Senior,Orange,Female,2,4,8,6,3,
Rogue,Kitten,Gray and White Tabby,Female,2,4,1,4,8,
Rasha,Kitten,Cream Tabby,Female,6,1,1,3,8,
Portia,Senior,Torbie,Female,3,1,5,4,4,
Wit,Senior,Chocolate and White,Male,7,3,7,4,2,
Molly,Senior,Silver Tabby,Female,5,4,7,3,2,
Oreo,Senior,Black,Male,7,4,3,5,6,
Arwen,Kitten,Silver Tabby,Female,1,3,5,6,4,
Arwen,Young Adult,Red,Female,1,2,1,4,5,
Furman,Kitten,Gray Tabby,Male,3,2,8,8,6,
Freya,Kitten,Lilac,Female,3,5,9,4,5,
Meg,Senior,Cinnamon,Female,7,5,5,6,1,
Dolly,Kitten,Chocolate Tabby,Female,3,2,2,5,4,
Duchess,Mature Adult,Fawn,Female,4,1,5,7,5,
Parsnip,Young Adult,Chocolate and White,Female,5,1,1,4,1,
Jinx,Kitten,Lilac,Male,7,5,1,3,3,
Peaches,Senior,Silver Tabby,Female,3,2,5,2,1,
Natasha,Young Adult,Fawn,Female,10,4,1,4,3,
Natasha,Mature Adult,Fawn,Female,5,6,1,1,3,
Wilson,Kitten,Cream,Male,1,3,6,8,5,
Apollo,Kitten,Orange and White,Male,4,5,2,2,4,
Salem,Kitten,Cream,Male,3,8,4,3,8,
Mittens,Senior,White,Male,7,1,6,6,4,
Freya,Kitten,Gray,Female,6,3,3,5,1,
Mika,Senior,Fawn,Male,3,1,7,5,2,
Felix,Kitten,White,Male,4,1,5,8,5,
Nala,Young Adult,Dilute Torbie,Female,2,1,5,6,1,
Lexi,Senior,White,Female,7,3,1,5,5,
Boots,Mature Adult,Chocolate Tabby,Female,6,6,6,6,3,
Sylvester,Kitten,Lilac,Male,1,1,3,6,4,
Boots,Senior,Tortoiseshell,Female,5,4,5,8,2,
Merlin,Kitten,Cream Tabby,Male,4,2,6,4,1,
Pistachio,Young Adult,Dilute Torbie,Female,6,4,5,1,2,
Millie,Mature Adult,Lilac Tortoiseshell,Female,5,1,6,10,1,
Sierra,Kitten,White,Female,5,1,5,6,4,
Jinx,Senior,Gray and White,Male,5,1,6,4,3,
Parsnip,Senior,Black and White,Female,9,1,6,6,4,
Bitsy,Mature Adult,Lilac Tortoiseshell,Female,3,3,4,5,2,
Leliana,Mature Adult,Gray and White Tabby,Female,5,1,5,7,4,
Boots,Senior,Chocolate Tabby,Female,3,4,5,7,5,
Rocky,Kitten,Orange and White,Male,3,2,5,3,5,
Peanut,Mature Adult,Cream Tabby,Male,4,1,3,4,2,
Jinxy,Young Adult,Brown and White Tabby,Female,4,4,8,6,6,
Nala,Young Adult,Lilac Tortoiseshell,Female,7,3,5,4,2,
Xena,Young Adult,Gray and White Tabby,Female,6,5,4,4,1,
Bagel,Young Adult,Gray,Male,1,2,2,4,4,
Matcha,Young Adult,Dilute Torbie,Female,4,1,3,3,7,
Dora,Senior,Dilute Tortoiseshell,Female,4,3,2,3,4,
Kiwi,Young Adult,Calico,Female,4,3,5,5,5,
Kaladin,Senior,Chocolate,Male,1,1,1,4,7,
Milo,Young Adult,Black and White,Male,5,5,3,7,3,
Calypso,Senior,Orange,Female,2,5,4,8,2,
Dalinar,Kitten,Gray and White Tabby,Male,4,1,6,3,2,
Misty,Kitten,Dilute Torbie,Female,9,1,5,5,4,
Chestnut,Senior,Lilac,Male,7,2,4,4,2,
Dorian,Young Adult,Cream Tabby,Male,6,6,8,3,7,
Maddy,Kitten,Dilute Calico,Female,4,4,4,9,8,
Sylvester,Senior,Chocolate and White,Male,7,5,5,7,5,
Mischief,Mature Adult,Silver Tabby,Female,4,4,3,5,1,
Acorn,Kitten,Black,Male,2,1,2,4,5,
Cricket,Senior,Gray and White Tabby,Male,3,1,2,6,5,
Sasha,Senior,Torbie,Female,4,3,4,6,4,
Atticus,Senior,Lilac,Male,5,1,1,4,4,
Cleo,Mature Adult,Orange,Female,7,3,5,8,1,
Mika,Senior,Gray and White,Male,3,2,6,5,4,
Fergus,Senior,Orange and White,Male,4,3,4,3,4,
Minerva,Mature Adult,Dilute Calico,Female,3,1,4,8,5,
Winnie,Kitten,Black and White,Female,5,3,3,5,2,
Loki,Senior,Fawn,Male,3,1,2,10,3,
Clawde,Senior,Cream Tabby,Male,5,1,1,9,3,
Freya,Young Adult,Red Tabby,Female,4,2,3,8,3,
Noodle,Mature Adult,Black and White,Male,7,1,3,6,3,
Lenny,Young Adult,Lilac,Male,4,1,2,3,6,
Figaro,Kitten,Red,Male,6,3,2,7,7,
Cordelia,Mature Adult,Gray Tabby,Female,2,3,4,3,4,
Cosmo,Kitten,Cream Tabby,Male,3,1,5,3,1,
Winter,Kitten,Brown and White Tabby,Male,3,5,6,2,7,
Shallan,Kitten,Dilute Torbie,Female,4,2,3,6,4,
Nico,Mature Adult,Gray and White,Male,6,2,5,6,7,
Morrigan,Young Adult,Silver Tabby,Female,6,1,3,6,8,
Maximus,Young Adult,Red,Male,7,4,5,8,3,
Patch,Kitten,Cream Tabby,Male,6,1,2,5,1,
Spike,Senior,Black,Male,3,1,7,5,4,
Figaro,Kitten,Fawn,Male,1,1,3,5,3,
Arwen,Young Adult,Gray and White Tabby,Female,10,1,4,6,6,
Bailey,Senior,Brown and White Tabby,Female,4,1,6,4,1,
Sylphrena,Kitten,Gray Tabby,Female,5,2,6,6,2,
Leo,Young Adult,Fawn,Male,5,1,3,6,6,
Scout,Young Adult,Chocolate,Male,5,3,6,4,4,
Calliope,Young Adult,Tortoiseshell,Female,1,1,8,5,1,
Coffee,Senior,White,Male,4,4,1,5,5,
Edie,Mature Adult,Chocolate and White,Female,2,8,4,5,2,
Avi,Mature Adult,Gray and White,Male,5,5,1,6,7,
Simba,Young Adult,Black,Male,5,4,4,6,1,
Sprinkles,Kitten,Cream Tabby,Female,1,3,5,4,8,
Maisy,Senior,Torbie,Female,7,3,7,4,1,
Libby,Young Adult,Gray Tabby,Female,6,3,5,10,4,
Morty,Mature Adult,Lilac,Male,3,2,6,2,3,
Remi,Senior,Cream,Male,3,5,2,8,3,
Sylvester,Senior,Gray and White,Male,5,3,6,7,7,
Coffee,Young Adult,Dilute Torbie,Female,1,3,4,4,1,
Patch,Kitten,Orange,Male,3,3,5,10,2,
Marshmallow,Young Adult,Cinnamon,Male,1,1,1,7,4,
Rasha,Mature Adult,Gray,Female,1,4,5,6,4,
Peanut,Senior,Red Tabby,Male,3,1,5,7,5,
Petunia,Kitten,Chocolate and White,Female,5,2,8,6,2,
Marshmallow,Senior,Silver Tabby,Female,4,5,7,5,5,
Anna,Senior,Black and White,Female,4,4,8,7,1,
Chester,Kitten,Gray and White,Male,3,2,4,6,3,
Atlas,Young Adult,Black and White,Male,5,1,3,10,6,
Nero,Senior,White,Male,2,4,1,6,3,
Mittens,Kitten,Orange,Male,6,2,1,5,4,
Lucky,Senior,Silver Tabby,Male,7,6,5,5,4,
Parsnip,Mature Adult,White,Female,2,5,6,7,1,
Wit,Young Adult,Lilac,Male,1,1,4,5,4,
Sushi,Mature Adult,Gray,Male,5,1,2,5,1,
Sadie,Mature Adult,Dilute Torbie,Female,3,1,4,6,6,
Nova,Mature Adult,Silver Tabby,Female,7,2,2,4,3,
Sierra,Young Adult,Chocolate,Female,4,4,2,7,1,
Dolly,Young Adult,Gray and White,Female,7,1,2,6,4,
Tiger,Senior,Lilac,Male,4,5,3,6,3,
Cosmo,Senior,Chocolate and White,Male,5,3,6,8,3,
Nikki,Young Adult,Lilac Tortoiseshell,Female,2,1,1,7,1,
Peaches,Kitten,Chocolate,Female,5,2,3,4,3,
Mordin,Young Adult,Orange and White,Male,3,2,4,6,2,
Orion,Mature Adult,Lilac,Male,4,3,4,3,6,
Natasha,Kitten,Lilac Tortoiseshell,Female,9,1,6,4,1,
Chester,Kitten,Gray,Male,3,4,3,4,4,
Alistair,Mature Adult,Chocolate Tabby,Male,4,4,4,7,1,
Nola,Senior,Silver Tabby,Female,1,4,6,3,5,
Kiwi,Mature Adult,Gray,Female,7,3,4,7,5,
Poppy,Kitten,Lilac,Female,7,4,5,8,2,
Rogue,Mature Adult,Red Tabby,Female,5,4,5,7,5,
Jasper,Kitten,Cream Tabby,Male,2,1,6,6,7,
Flemeth,Senior,Fawn,Female,6,1,5,5,6,
Noodle,Senior,Red Tabby,Male,2,4,7,6,1,
Coffee,Kitten,Black and White,Male,1,2,3,4,1,
Avery,Young Adult,Chocolate and White,Female,1,2,8,8,4,
Hunter,Kitten,Chocolate Tabby,Male,3,2,6,5,1,
Copurrnicus,Mature Adult,Red Tabby,Male,8,1,4,5,4,
Peanut,Kitten,Tortoiseshell,Female,5,4,8,6,1,
Suki,Mature Adult,Silver Tabby,Female,5,2,4,5,3,
Nico,Young Adult,Fawn,Male,3,2,7,8,2,
Sheba,Mature Adult,White,Female,6,4,4,6,7,
Tawny,Kitten,Black and White,Female,8,1,1,5,5,
Edie,Senior,Silver Tabby,Female,7,1,9,8,3,
Lenny,Senior,Orange and White,Male,5,4,4,6,8,
Cosmo,Senior,Gray Tabby,Male,3,4,5,6,5,
Arthas,Mature Adult,Chocolate,Male,6,5,5,7,1,
Rogue,Young Adult,Cinnamon,Female,4,1,6,9,2,
Gypsy,Mature Adult,Red,Female,1,5,4,6,7,
Mischief,Kitten,Brown and White Tabby,Female,3,5,7,2,5,
Dean,Senior,Red,Male,3,3,5,5,3,
Fritz,Mature Adult,Gray and White Tabby,Male,5,1,8,7,4,
Piper,Kitten,Silver Tabby,Female,4,3,5,5,1,
Enzo,Mature Adult,Cream,Male,7,5,5,4,3,
Oreo,Kitten,Red Tabby,Male,6,1,3,7,3,
Delfina,Kitten,Cream,Female,5,2,9,7,5,
Cas,Kitten,Cinnamon,Male,4,1,5,8,5,
Jinx,Mature Adult,Chocolate and White,Female,1,4,8,4,6,
Avery,Kitten,Chocolate Tabby,Female,4,2,3,4,6,
Calypso,Senior,Gray,Female,1,2,4,7,1,
Dora,Young Adult,Torbie,Female,5,1,4,1,2,
Murphy,Kitten,Dilute Torbie,Female,3,1,3,7,4,
Atlas,Kitten,Chocolate and White,Male,2,6,8,6,1,
Maisy,Mature Adult,Cinnamon,Female,7,6,5,6,2,
Scout,Young Adult,Cinnamon,Male,4,5,5,6,4,
Helios,Mature Adult,Silver Tabby,Male,5,4,3,6,2,
Betsy,Senior,Black and White,Female,4,2,2,3,4,
Dora,Young Adult,Chocolate Tabby,Female,7,5,3,7,5,
Clyde,Kitten,Orange and White,Male,7,1,5,8,5,
Bailey,Young Adult,Orange and White,Female,7,2,2,5,5,
Mufasa,Kitten,Cinnamon,Male,10,8,5,4,5,
Pancake,Young Adult,Orange,Female,1,2,3,5,1,
Penelope,Kitten,Tortoiseshell,Female,7,1,1,4,7,
Garrus,Young Adult,Gray and White,Male,4,1,5,3,1,
Tiger,Kitten,Gray and White,Male,6,1,1,7,3,
Lucky,Senior,Cream,Male,8,1,4,8,1,
Cooper,Senior,Orange,Male,7,3,2,5,3,
Bailey,Young Adult,Cream,Female,2,8,7,6,3,
Hendrix,Young Adult,Chocolate,Male,5,5,3,6,3,
Daisy,Mature Adult,Dilute Calico,Female,2,4,3,7,4,
Ziggy,Young Adult,Gray Tabby,Male,1,4,2,8,4,
Clyde,Senior,Black,Male,5,3,7,6,6,
Peanut,Young Adult,Chocolate and White,Male,3,3,4,6,4,
Gilly,Young Adult,Gray and White,Female,8,4,8,5,4,
Chestnut,Mature Adult,Red Tabby,Male,1,3,6,6,2,
Missy,Young Adult,Gray and White Tabby,Female,9,3,4,5,5,
Nora,Kitten,Fawn,Female,5,4,9,2,6,
Sierra,Mature Adult,Cream,Female,6,1,6,4,5,
Poppy,Kitten,Black and White,Female,2,1,3,7,5,
Coffee,Senior,Orange,Male,9,3,4,6,3,
Jinx,Kitten,Red,Male,4,5,7,4,1,
Cleo,Senior,Brown and White Tabby,Female,5,1,5,3,5,
Tater,Senior,Black,Male,6,2,7,2,7,
Buccatini,Mature Adult,Gray and White Tabby,Male,6,1,3,3,5,
Olive,Mature Adult,Red Tabby,Female,3,1,4,6,5,
Loki,Young Adult,Gray and White,Male,1,5,4,6,4,
Figaro,Kitten,Chocolate Tabby,Male,7,3,7,4,2,
Gizmo,Young Adult,Cinnamon,Female,8,2,5,7,1,
Pancake,Kitten,Red Tabby,Female,3,1,3,4,1,
Katrina,Kitten,Cream,Female,6,2,4,4,2,
Tilly,Kitten,Cream,Female,4,2,6,7,6,
Lexi,Senior,Black,Female,7,1,4,5,5,
August,Mature Adult,Cinnamon,Male,5,2,4,6,3,
Sasha,Senior,Chocolate and White,Female,1,4,5,2,2,
Nora,Mature Adult,Black and White,Female,4,1,3,5,5,
Macaroni,Kitten,Silver Tabby,Male,3,6,6,6,1,
Murphy,Kitten,Red,Female,7,5,7,6,5,
Blossom,Mature Adult,Chocolate,Female,6,1,3,10,5,
Catsanova,Mature Adult,Red,Male,1,5,3,5,4,
Sprinkles,Senior,Red Tabby,Female,8,5,1,8,3,
Tulip,Kitten,Lilac Tortoiseshell,Female,2,5,1,7,1,
Spike,Kitten,Chocolate Tabby,Male,6,1,3,8,1,
Boots,Young Adult,Cream Tabby,Male,1,2,4,5,4,
Fritz,Senior,Chocolate Tabby,Male,5,3,5,6,8,
Zoe,Mature Adult,Orange and White,Female,7,1,8,6,2,
Peanut,Kitten,Cinnamon,Male,3,5,3,10,3,
Coffee,Senior,Black,Male,8,1,6,7,4,
Portia,Senior,Lilac Tortoiseshell,Female,1,3,6,6,4,
Nugget,Young Adult,Black and White,Male,1,4,4,7,4,
Rico,Young Adult,Red Tabby,Male,3,5,1,5,6,
Cash,Mature Adult,White,Male,2,2,4,5,2,
Eden,Mature Adult,Orange and White,Female,3,5,5,2,5,
Waffles,Young Adult,Gray Tabby,Male,5,1,5,6,3,
Snickers,Mature Adult,Black and White,Male,5,4,4,8,1,
Liara,Mature Adult,Lilac Tortoiseshell,Female,7,1,2,2,2,
Katrina,Senior,Gray,Female,6,2,3,6,3,
Alfred,Young Adult,Gray Tabby,Male,7,3,7,4,2,
Fiddler,Senior,White,Male,2,1,1,2,2,
Sassy,Mature Adult,Brown and White Tabby,Female,5,4,3,6,5,
Mufasa,Senior,Lilac,Male,5,3,4,6,6,
Nova,Mature Adult,Chocolate Tabby,Female,4,3,7,5,2,
Sprinkles,Young Adult,White,Male,8,1,4,6,5,
Lily,Young Adult,Gray,Female,3,7,5,9,1,
Latte,Mature Adult,Gray and White,Male,6,4,5,7,5,
Galadriel,Kitten,Lilac Tortoiseshell,Female,6,2,4,7,4,
Aurora,Kitten,Chocolate and White,Female,3,4,4,3,3,
Reptar,Mature Adult,Silver Tabby,Male,5,1,3,5,6,
Maddy,Kitten,Red Tabby,Female,2,3,4,4,5,
Persephone,Senior,Red Tabby,Female,6,1,5,4,4,
Molly,Kitten,Chocolate Tabby,Female,6,1,3,5,6,
Marshmallow,Senior,Calico,Female,4,1,5,8,1,
Suki,Kitten,Dilute Torbie,Female,5,4,2,1,1,
Tater,Senior,Chocolate and White,Male,1,1,7,6,5,
Salem,Senior,Cinnamon,Male,2,7,6,7,1,
Agatha,Senior,Brown and White Tabby,Female,5,3,4,6,6,
Shadow,Mature Adult,Cream Tabby,Male,8,1,5,9,4,
Axel,Young Adult,Chocolate,Male,7,3,6,7,2,
Millie,Young Adult,Tortoiseshell,Female,5,4,6,3,2,
Misty,Senior,Gray Tabby,Female,4,4,2,9,3,
Boots,Mature Adult,Torbie,Female,3,2,3,6,2,
Portia,Mature Adult,Chocolate and White,Female,5,2,4,6,1,
Taffy,Kitten,Chocolate,Female,1,4,5,5,4,
Nora,Mature Adult,Cream,Female,5,6,6,8,1,
Nila,Kitten,Black and White,Female,4,1,5,5,6,
Maddy,Young Adult,Torbie,Female,5,4,6,7,3,
Oliver,Kitten,Orange and White,Male,5,1,10,7,5,
Olive,Mature Adult,Tortoiseshell,Female,2,1,1,5,2,
Kitty,Senior,Chocolate and White,Female,4,1,5,3,6,
Oreo,Kitten,Brown and White Tabby,Female,2,3,3,5,3,
Binx,Senior,Orange,Male,6,6,3,6,4,
Peanut,Senior,Lilac Tortoiseshell,Female,6,3,3,5,5,
Ivy,Kitten,Black,Female,3,4,4,8,1,
Morty,Senior,Black and White,Male,4,1,4,6,5,
Frodo,Young Adult,Fawn,Male,5,4,5,5,3,
Buccatini,Senior,Chocolate and White,Male,3,3,10,4,7,
Matty,Senior,Orange and White,Male,4,4,4,2,2,
Bianca,Young Adult,Orange and White,Female,5,4,4,8,1,
Tasha,Kitten,White,Female,3,1,5,5,4,
Rasha,Senior,Cinnamon,Female,4,2,2,6,2,
Graham,Young Adult,Black,Male,3,4,2,7,4,
Nibbler,Young Adult,Red Tabby,Male,3,3,8,5,1,
Evie,Mature Adult,Dilute Torbie,Female,4,3,4,2,2,
Ozzy,Young Adult,Cinnamon,Male,6,4,4,3,8,
